iter	Logloss
136	0.4385496369
137	0.4382311432
138	0.4379898897
139	0.437709117
140	0.4374908186
141	0.43730175
142	0.4371398404
143	0.4368937214
144	0.4367071669
145	0.4365322274
146	0.4362342472
147	0.4360053834
148	0.4357775684
149	0.4354158238
150	0.4352034569
151	0.4349077932
152	0.4347090642
153	0.4345324955
154	0.4343090862
155	0.4339953626
156	0.433774704
157	0.4335631037
158	0.4333329752
159	0.4331169157
160	0.432950649
161	0.4326673597
162	0.4324024898
163	0.4321386112
164	0.431921877
165	0.4316616456
166	0.4314906151
167	0.4313200077
168	0.4311084088
169	0.4309406859
170	0.4307644909
171	0.4305669225
172	0.4304219404
173	0.4302244959
174	0.4300717374
175	0.4299007407
176	0.4297194813
177	0.4294797636
178	0.4293279945
179	0.4291040385
180	0.4289081194
181	0.4287553061
182	0.4286041885
183	0.4284077948
184	0.4282404387
185	0.4280653376
186	0.427968658
187	0.4277831338
188	0.4276622166
189	0.4274564309
190	0.4273612879
191	0.4271614553
192	0.427029342
193	0.4268815211
194	0.4267809969
195	0.4266196139
196	0.4264767549
197	0.4263062405
198	0.4261122002
199	0.4259460343
200	0.4257568998
201	0.4256663203
202	0.4254717665
203	0.4253197125
204	0.4251996123
205	0.4250488647
206	0.424914816
207	0.4247199299
208	0.4245625927
209	0.4243591876
210	0.4242338708
211	0.4240916161
212	0.4239459691
213	0.4237824998
214	0.4236698559
215	0.4235428929
216	0.4233817898
217	0.4232088649
218	0.42307521
219	0.4229185313
220	0.4227548931
221	0.4225838996
222	0.4224436775
223	0.4222956073
224	0.4221766589
225	0.4220314554
226	0.4219174002
227	0.421782053
228	0.4216756634
229	0.4215406544
230	0.42142391
231	0.4212958002
232	0.4211483034
233	0.42103702
234	0.4209115709
235	0.4208035123
236	0.4206816667
237	0.4205800361
238	0.4204502883
239	0.4203242401
240	0.4201947743
241	0.420102694
242	0.4199629097
243	0.4197825377
244	0.4196962723
245	0.4195453718
246	0.4194457352
247	0.4193097133
248	0.41919624
249	0.4190741121
250	0.4189251162
251	0.4186976769
252	0.4185626272
253	0.4184141022
254	0.4182972392
255	0.4181946558
256	0.4180302068
257	0.4179363258
258	0.4178161531
259	0.4177056838
260	0.4175989871
261	0.4175057452
262	0.417414261
263	0.4172918657
264	0.4171617681
265	0.417045477
266	0.416945315
267	0.4167935134
268	0.4167096115
269	0.4166190047
270	0.4165180143
271	0.4164165296
272	0.4162962324
273	0.4162287363
274	0.4160485225
275	0.4159295824
276	0.4158195423
277	0.41571071
278	0.4155688438
279	0.415478249
280	0.4153869659
281	0.4152374101
282	0.4151243712
283	0.4150469693
284	0.4149118517
285	0.4147936074
286	0.4146825162
287	0.4145975478
288	0.4143931588
289	0.4142998242
290	0.4141490922
291	0.4140609357
292	0.41398564
293	0.4138823459
294	0.4137890473
295	0.4136739142
296	0.4135856987
297	0.4135047782
298	0.413385982
299	0.413239686
300	0.4131406976
301	0.4130016197
302	0.4129072322
303	0.4127736218
304	0.4126130483
305	0.4125471579
306	0.4124020971
307	0.412285172
308	0.4121659407
309	0.412018163
310	0.4118949216
311	0.4117591359
312	0.4116423183
313	0.4115391202
314	0.411436998
315	0.4112852831
316	0.4111361968
317	0.4110128083
318	0.4108563956
319	0.4107835445
320	0.4106924965
321	0.4105730843
322	0.4104794272
323	0.4103743761
324	0.4102250096
325	0.4100935381
326	0.4099725532
327	0.4098039017
328	0.4097222738
329	0.4095975595
330	0.4095396683
331	0.4094477878
332	0.4093762741
333	0.4093036549
334	0.4092311599
335	0.4091436686
336	0.4090318843
337	0.4089215251
338	0.4088319618
339	0.4087370942
340	0.4085948443
341	0.4084798837
342	0.4083271093
343	0.4082218383
344	0.4081134982
345	0.4079799983
346	0.4078108682
347	0.4077327414
348	0.4076600635
349	0.4075515512
350	0.4074233646
351	0.4072800269
352	0.4071767249
353	0.4070991458
354	0.4069660411
355	0.4068738709
356	0.4067723535
357	0.4066679692
358	0.4065904032
359	0.4064799643
360	0.4063724679
361	0.4062647095
362	0.4061850509
363	0.4060453114
364	0.405937309
365	0.4058050748
366	0.4056580824
367	0.4055337363
368	0.4054309007
369	0.4052787379
370	0.4051578343
371	0.4050660508
372	0.4049548635
373	0.4048370977
374	0.4047687645
375	0.4046307825
376	0.4045720635
377	0.4044703504
378	0.4043728758
379	0.4042979435
380	0.4041736929
381	0.4040459991
382	0.4039305715
383	0.4038395654
384	0.4037236449
385	0.4036240023
386	0.4034971953
387	0.4033939981
388	0.4033325418
389	0.4032319041
390	0.4030747563
391	0.402973617
392	0.4028565326
393	0.4027597004
394	0.4026548404
395	0.4025081142
396	0.4024071492
397	0.4023270877
398	0.4022554415
399	0.4021448095
400	0.402051503
401	0.4019573634
402	0.4018799356
403	0.4017748294
404	0.4016740691
405	0.4016015801
406	0.4014660195
407	0.4013634003
408	0.4012105074
409	0.4011123516
410	0.4010529574
411	0.4009662345
412	0.4008437425
413	0.4007091376
414	0.4006133398
415	0.4005104517
416	0.4004143936
417	0.4003512358
418	0.40023002
419	0.4001375907
420	0.4000669781
421	0.399996919
422	0.3999048978
423	0.3998396064
424	0.3997154597
425	0.3996677452
426	0.3995670663
427	0.3994316455
428	0.3993444899
429	0.3992398279
430	0.3991291396
431	0.3990215278
432	0.398926082
433	0.3988672797
434	0.3987668847
435	0.3986818924
436	0.3986100825
437	0.3985108235
438	0.3984056007
439	0.3983025773
440	0.3981919029
441	0.3980825235
442	0.3979838074
443	0.3978891301
444	0.3978004305
445	0.397667932
446	0.3976367686
447	0.3975515864
448	0.3974663715
449	0.3973631493
450	0.3972717472
451	0.397175159
452	0.3970549523
453	0.3969389246
454	0.3968545627
455	0.3967752012
456	0.3966706538
457	0.3966016053
458	0.3965252229
459	0.3964236197
460	0.3963235656
461	0.3962629564
462	0.3961413151
463	0.3960729927
464	0.3960107113
465	0.3959162807
466	0.3958172465
467	0.3956902807
468	0.3955955079
469	0.3954777066
470	0.3953813846
471	0.3952883289
472	0.3952074327
473	0.3951103874
474	0.3949686424
475	0.3948996201
476	0.3947980496
477	0.3946952443
478	0.3945733082
479	0.394473886
480	0.3943979223
481	0.3942997119
482	0.3942038329
483	0.3941347407
484	0.3940300957
485	0.3939709405
486	0.3938422132
487	0.3937645626
488	0.3936948507
489	0.3935930018
490	0.3935051641
491	0.3934338581
492	0.3933325553
493	0.3932437028
494	0.3931733579
495	0.3930648089
496	0.3929955865
497	0.3929038185
498	0.3927998432
499	0.3926921636
500	0.3925826664
501	0.3925211134
502	0.3924264732
503	0.3923525919
504	0.3922776212
505	0.3921930553
506	0.3921179174
507	0.3920477268
508	0.3919796546
509	0.3919055124
510	0.3918313383
511	0.3917116224
512	0.3915989779
513	0.3915384692
514	0.3914157535
515	0.3913571736
516	0.3912823651
517	0.3912346168
518	0.3911531396
519	0.3910955011
520	0.3909814397
521	0.3908636436
522	0.3907755094
523	0.390689342
524	0.3905978783
525	0.3905344106
526	0.3904232075
527	0.3903569722
528	0.3902699612
529	0.3901598888
530	0.3900619137
531	0.389964896
532	0.3898852979
533	0.389806761
534	0.3897120868
535	0.389616472
536	0.3895224411
537	0.3894333431
538	0.3893317474
539	0.3892635679
540	0.3891767563
541	0.3890897027
542	0.3889646615
543	0.3889031144
544	0.38883309
545	0.3887631586
546	0.3887038088
547	0.3886424391
548	0.3885666725
549	0.3884426986
550	0.3883513689
551	0.3882647934
552	0.3881794597
553	0.3881116509
554	0.3879598326
555	0.387883229
556	0.3878047549
557	0.3877077198
558	0.3876505615
559	0.3875589518
560	0.387474606
561	0.3873695593
562	0.3872624682
563	0.3871831112
564	0.387106139
565	0.3870515563
566	0.3869843909
567	0.3868932038
568	0.3868031993
569	0.3867262975
570	0.3866679973
571	0.3866090232
572	0.3865083114
573	0.386434504
574	0.3863266059
575	0.3862596627
576	0.3861868003
577	0.3860959588
578	0.3860088002
579	0.3859464451
580	0.385859062
581	0.3857621027
582	0.3856873275
583	0.3856029647
584	0.3855410393
585	0.3854345257
586	0.385344232
587	0.3852818794
588	0.3851986228
589	0.3851133895
590	0.3850561825
591	0.3849704583
592	0.3849128651
593	0.3848150442
594	0.3847380664
595	0.3846370773
596	0.3845671229
597	0.3845022315
598	0.3844193674
599	0.3843440642
600	0.3842526096
601	0.3841898213
602	0.3841125064
603	0.3840656713
604	0.383981382
605	0.3839082834
606	0.3837958219
607	0.383723505
608	0.3836266293
609	0.3834930612
610	0.3834030315
611	0.3833276062
612	0.383253171
613	0.3831811499
614	0.3831242888
615	0.3830261663
616	0.3829120131
617	0.3828231552
618	0.3826872577
619	0.3825978903
620	0.3825386705
621	0.3824637488
622	0.3824029124
623	0.3823101372
624	0.3822680715
625	0.3822034702
626	0.3821279705
627	0.3820794761
628	0.382011858
629	0.3819700095
630	0.381868709
631	0.3817884651
632	0.3817227448
633	0.3816325621
634	0.3815706565
635	0.3815068749
636	0.3814205401
637	0.3813228048
638	0.3812448074
639	0.3811669811
640	0.381099313
641	0.3810227628
642	0.3809514091
643	0.3808598812
644	0.3807831626
645	0.3807272199
646	0.3806373388
647	0.3805680206
648	0.3805128086
649	0.3804391302
650	0.3803785827
651	0.3802599732
652	0.3802015959
653	0.3801166428
654	0.3800442731
655	0.3800022488
656	0.3799073883
657	0.3798773423
658	0.3797661919
659	0.3796801697
660	0.3796130262
661	0.3795357819
662	0.3794638362
663	0.3794186115
664	0.3793648576
665	0.3793078821
666	0.3792484463
667	0.3791480861
668	0.379079744
669	0.3790098173
670	0.3789303913
671	0.3788591367
672	0.378775714
673	0.3787074982
674	0.3786138814
675	0.3784823828
676	0.3784142028
677	0.3783383827
678	0.378266061
679	0.3781979244
680	0.3781062479
681	0.378049613
682	0.3779690301
683	0.377893554
684	0.3778219235
685	0.3777078078
686	0.3776215362
687	0.3775533837
688	0.3774730349
689	0.377402734
690	0.3773055652
691	0.3772368221
692	0.3771855063
693	0.3771128836
694	0.3770556783
695	0.3769736286
696	0.3768741999
697	0.3767709154
698	0.3766756833
699	0.376575638
700	0.3765007908
701	0.3764129268
702	0.376336146
703	0.3762584767
704	0.3761933193
705	0.3761394794
706	0.3760594298
707	0.3759990045
708	0.3759010017
709	0.3758288601
710	0.375759826
711	0.375653425
712	0.3755711049
713	0.3755096557
714	0.3754248736
715	0.3753727371
716	0.3752920683
717	0.3752100204
718	0.3751305163
719	0.3750456945
720	0.3749713375
721	0.3749091897
722	0.3748462291
723	0.3747954484
724	0.3747209769
725	0.3746384266
726	0.3745561637
727	0.3745229017
728	0.3744512823
729	0.3743660562
730	0.3743097307
731	0.3742366811
732	0.3741330687
733	0.3740647429
734	0.3739872388
735	0.3739097895
736	0.3738602687
737	0.3737814442
738	0.3737208027
739	0.3736510467
740	0.3735848799
741	0.3734898331
742	0.3734369745
743	0.3733970953
744	0.3733139946
745	0.3732466771
746	0.3731720914
747	0.3730827124
748	0.3729751943
749	0.3728949082
750	0.3728252352
751	0.3727296517
752	0.372658067
753	0.3725708151
754	0.3724933217
755	0.3724153302
756	0.3723459894
757	0.3722990001
758	0.3721929178
759	0.3721228762
760	0.3720300763
761	0.3719340962
762	0.3718490931
763	0.3717911664
764	0.3717047637
765	0.3716428144
766	0.3715800961
767	0.3714898523
768	0.3714181117
769	0.3713390569
770	0.3712406601
771	0.3711646085
772	0.3711158912
773	0.3710189612
774	0.3709333268
775	0.3708452397
776	0.3708062671
777	0.3707500458
778	0.3706563737
779	0.370585177
780	0.3704859645
781	0.3704344018
782	0.3703604579
783	0.3702951799
784	0.3702267133
785	0.3701398692
786	0.3700639961
787	0.3699799136
788	0.3698870134
789	0.3698233813
790	0.3697542271
791	0.3696916139
792	0.3696332051
793	0.369576514
794	0.3695198317
795	0.3694571249
796	0.3693844515
797	0.3692880892
798	0.3692155989
799	0.3691416657
800	0.36906434
801	0.3690013995
802	0.368919552
803	0.3688446545
804	0.3687608509
805	0.3687078754
806	0.368656435
807	0.3685708645
808	0.3685081004
809	0.3684291811
810	0.3683473308
811	0.3682706643
812	0.3682356739
813	0.3681878483
814	0.3680864592
815	0.3680123181
816	0.3679385786
817	0.3678606865
818	0.3677791994
819	0.3677040212
820	0.3676440891
821	0.3675813817
822	0.3675274862
823	0.3674516579
824	0.3673704129
825	0.3673161332
826	0.3672576077
827	0.3671794698
828	0.3671346423
829	0.3670955685
830	0.3670141567
831	0.3669784103
832	0.366897943
833	0.3668417131
834	0.3667603679
835	0.3667020605
836	0.3666112336
837	0.366550738
838	0.366526858
839	0.3664691454
840	0.3664285709
841	0.3663417887
842	0.3662450347
843	0.3661853456
844	0.3661015516
845	0.3660629102
846	0.3659740986
847	0.3658887816
848	0.3658279827
849	0.3657535649
850	0.3656477443
851	0.3655641339
852	0.3654945205
853	0.365401446
854	0.3653010087
855	0.3652431203
856	0.3651236232
857	0.3650517219
858	0.3649594183
859	0.3649010154
860	0.3648329004
861	0.3647799939
862	0.3646817961
863	0.3646304742
864	0.3645565455
865	0.3644804737
866	0.3644191878
867	0.3643637587
868	0.3642909197
869	0.3642251171
870	0.3641168372
871	0.3640327705
872	0.3639582982
873	0.3638922412
874	0.3638113029
875	0.3637548053
876	0.3636770131
877	0.363617844
878	0.3635549046
879	0.3634764344
880	0.3634089626
881	0.3633342493
882	0.363261978
883	0.3631718652
884	0.3631008376
885	0.3630064768
886	0.3629411258
887	0.3628551432
888	0.3628015998
889	0.3627533694
890	0.3626681679
891	0.3625918515
892	0.3625396263
893	0.3624789608
894	0.3624094441
895	0.3623448079
896	0.3622815156
897	0.3622176233
898	0.3621632565
899	0.3621171407
900	0.3620669881
901	0.3619947704
902	0.3619227461
903	0.3618497063
904	0.3618135457
905	0.361780629
906	0.3616817801
907	0.3616257283
908	0.3615979064
909	0.3615425485
910	0.3614760986
911	0.36139076
912	0.3613194087
913	0.3612601708
914	0.3612214118
915	0.3611612952
916	0.3610759489
917	0.3609961384
918	0.3609374503
919	0.3608737326
920	0.3607801602
921	0.3607422228
922	0.3606786855
923	0.3605860269
924	0.3605131354
925	0.3604513236
926	0.3603986747
927	0.3603127948
928	0.3602487434
929	0.360177416
930	0.3600969655
931	0.36004719
932	0.3599692044
933	0.3599287585
934	0.3598559916
935	0.3597727865
936	0.3597111294
937	0.3596658859
938	0.3596008921
939	0.3595408442
940	0.3594483718
941	0.3593660085
942	0.3593178917
943	0.3592203568
944	0.3591516346
945	0.3590897771
946	0.3590311242
947	0.3590025733
948	0.3589345898
949	0.3588786239
950	0.3587981928
951	0.3587356572
952	0.3586739723
953	0.3585913193
954	0.3585066963
955	0.3584426348
956	0.3583883346
957	0.3583295783
958	0.3582940347
959	0.3582328105
960	0.3581721551
961	0.3581120482
962	0.3580331195
963	0.3579796875
964	0.357933535
965	0.357865739
966	0.35780514
967	0.3577509557
968	0.3576575501
969	0.3575832208
970	0.3574910713
971	0.3574226687
972	0.3573545575
973	0.3572757616
974	0.3571751615
975	0.357078896
976	0.3570118244
977	0.3569308183
978	0.3568508225
979	0.3567868044
980	0.3567315703
981	0.3566739274
982	0.3565849745
983	0.3565207931
984	0.3564583844
985	0.3563762205
986	0.3562905269
987	0.3562343163
988	0.3561653798
989	0.3560818485
990	0.3560102
991	0.3559553465
992	0.3558983337
993	0.3558577063
994	0.3557971485
995	0.3557253687
996	0.3556402387
997	0.3555659265
998	0.3554925847
999	0.355432061
